id,category
2999,1
3000,2
3001,4
3002,6
3003,2
3004,6
3005,5
3006,2
3007,4
3008,2
3009,4
3010,3
3011,1
3012,6
3013,6
3014,3
3015,5
3016,3
3017,6
3018,3
3019,4
3020,4
3021,1
3022,3
3023,6
3024,3
3025,4
3026,6
3027,4
3028,1
3029,3
3030,6
3031,6
3032,1
3033,1
3034,1
3035,6
3036,4
3037,1
3038,1
3039,3
3040,4
3041,5
3042,1
3043,2
3044,4
3045,4
3046,3
3047,3
3048,4
3049,4
3050,3
3051,4
3052,4
3053,3
3054,4
3055,3
3056,3
3057,3
3058,1
3059,4
3060,1
3061,3
3062,3
3063,1
3064,1
3065,1
3066,2
3067,3
3068,2
3069,4
3070,1
3071,6
3072,4
3073,2
3074,1
3075,5
3076,3
3077,3
3078,1
3079,6
3080,5
3081,1
3082,4
3083,4
3084,6
3085,4
3086,6
3087,2
3088,1
3089,6
3090,5
3091,2
3092,2
3093,3
3094,6
3095,3
3096,2
3097,1
3098,3
3099,2
3100,1
3101,3
3102,4
3103,1
3104,5
3105,4
3106,4
3107,4
3108,3
3109,1
3110,4
3111,4
3112,6
3113,2
3114,5
3115,3
3116,4
3117,5
3118,4
3119,1
3120,4
3121,3
3122,6
3123,2
3124,5
3125,3
3126,6
3127,1
3128,5
3129,5
3130,3
3131,6
3132,5
3133,4
3134,5
3135,1
3136,1
3137,3
3138,6
3139,2
3140,2
3141,5
3142,6
3143,4
3144,6
3145,2
3146,6
3147,6
3148,4
3149,2
3150,1
3151,4
3152,3
3153,5
3154,5
3155,6
3156,6
3157,1
3158,5
3159,3
3160,6
3161,2
3162,4
3163,4
3164,4
3165,1
3166,5
3167,6
3168,5
3169,5
3170,5
3171,1
3172,2
3173,5
3174,3
3175,5
3176,3
3177,3
3178,6
3179,6
3180,1
3181,4
3182,4
3183,5
3184,2
3185,5
3186,4
3187,3
3188,1
3189,6
3190,2
3191,2
3192,1
3193,5
3194,6
3195,2
3196,5
3197,5
3198,1
3199,6
3200,2
3201,6
3202,1
3203,1
3204,5
3205,5
3206,2
3207,1
3208,2
3209,4
3210,4
3211,3
3212,3
3213,1
3214,4
3215,5
3216,1
3217,5
3218,4
3219,1
3220,5
3221,3
3222,2
3223,3
3224,2
3225,4
3226,4
3227,4
3228,4
3229,6
3230,2
3231,1
3232,1
3233,2
3234,2
3235,6
3236,6
3237,6
3238,3
3239,3
3240,1
3241,3
3242,3
3243,3
3244,6
3245,4
3246,5
3247,5
3248,1
3249,1
3250,6
3251,1
3252,1
3253,3
3254,1
3255,4
3256,1
3257,6
3258,4
3259,4
3260,2
3261,1
3262,2
3263,1
3264,1
3265,2
3266,2
3267,5
3268,1
3269,3
3270,5
3271,4
3272,3
3273,1
3274,6
3275,5
3276,6
3277,6
3278,2
3279,1
3280,5
3281,5
3282,5
3283,4
3284,6
3285,4
3286,6
3287,3
3288,4
3289,4
3290,3
3291,4
3292,6
3293,6
3294,4
3295,5
3296,5
3297,6
3298,4
3299,2
3300,5
3301,6
3302,3
3303,1
3304,3
3305,5
3306,2
3307,4
3308,2
3309,3
3310,6
3311,3
3312,4
3313,5
3314,5
3315,1
3316,2
3317,3
3318,5
3319,6
3320,4
3321,6
3322,4
3323,6
3324,4
3325,4
3326,1
3327,5
3328,5
3329,5
3330,1
3331,2
3332,3
3333,6
3334,6
3335,6
3336,4
3337,2
3338,3
3339,6
3340,5
3341,6
3342,6
3343,3
3344,2
3345,5
3346,4
3347,1
3348,1
3349,6
3350,4
3351,1
3352,4
3353,1
3354,5
3355,1
3356,5
3357,4
3358,2
3359,3
3360,4
3361,4
3362,3
3363,1
3364,4
3365,2
3366,5
3367,3
3368,3
3369,1
3370,3
3371,2
3372,6
3373,1
3374,2
3375,5
3376,3
3377,2
3378,5
3379,2
3380,6
3381,3
3382,2
3383,4
3384,1
3385,2
3386,2
3387,2
3388,2
3389,3
3390,6
3391,5
3392,4
3393,6
3394,6
3395,4
3396,5
3397,6
3398,1
3399,6
3400,1
3401,6
3402,4
3403,5
3404,6
3405,5
3406,2
3407,5
3408,1
3409,3
3410,6
3411,2
3412,2
3413,3
3414,4
3415,6
3416,3
3417,1
3418,3
3419,5
3420,2
3421,3
3422,6
3423,6
3424,5
3425,2
3426,2
3427,2
3428,6
3429,6
3430,1
3431,3
3432,6
3433,2
3434,2
3435,1
3436,6
3437,2
3438,6
3439,4
3440,5
3441,5
3442,2
3443,4
3444,1
3445,6
3446,4
3447,5
3448,3
3449,4
3450,3
3451,1
3452,2
3453,2
3454,2
3455,1
3456,5
3457,5
3458,5
3459,2
3460,4
3461,3
3462,3
3463,6
3464,2
3465,5
3466,4
3467,5
3468,5
3469,3
3470,6
3471,4
3472,3
3473,2
3474,4
3475,5
3476,3
3477,1
3478,2
3479,1
3480,4
3481,4
3482,1
3483,2
3484,4
3485,5
3486,5
3487,1
3488,5
3489,1
3490,3
3491,2
3492,4
3493,2
3494,4
3495,1
3496,5
3497,1
3498,5
3499,5
3500,6
3501,4
3502,1
3503,3
3504,5
3505,6
3506,3
3507,2
3508,1
3509,1
3510,1
3511,2
3512,5
3513,4
3514,1
3515,4
3516,5
3517,6
3518,6
3519,5
3520,6
3521,4
3522,2
3523,3
3524,4
3525,3
3526,6
3527,3
3528,1
3529,1
3530,5
3531,4
3532,6
3533,5
3534,2
3535,5
3536,6
3537,4
3538,5
3539,6
3540,3
3541,4
3542,3
3543,3
3544,4
3545,6
3546,6
3547,1
3548,5
3549,4
3550,3
3551,5
3552,1
3553,5
3554,4
3555,2
3556,1
3557,1
3558,4
3559,6
3560,5
3561,1
3562,5
3563,3
3564,4
3565,1
3566,5
3567,6
3568,5
3569,6
3570,1
3571,5
3572,1
3573,5
3574,4
3575,4
3576,2
3577,3
3578,5
3579,3
3580,6
3581,3
3582,6
3583,6
3584,1
3585,5
3586,5
3587,6
3588,1
3589,5
3590,4
3591,4
3592,6
3593,3
3594,5
3595,1
3596,5
3597,6
3598,3
3599,5
3600,3
3601,5
3602,6
3603,2
3604,3
3605,6
3606,1
3607,3
3608,2
3609,5
3610,4
3611,6
3612,5
3613,5
3614,5
3615,2
3616,4
3617,3
3618,2
3619,2
3620,5
3621,5
3622,2
3623,1
3624,1
3625,2
3626,2
3627,3
3628,4
3629,1
3630,3
3631,4
3632,6
3633,1
3634,3
3635,5
3636,2
3637,4
3638,1
3639,4
3640,1
3641,3
3642,2
3643,5
3644,4
3645,3
3646,4
3647,1
3648,2
3649,5
3650,5
3651,2
3652,5
3653,5
3654,5
3655,5
3656,3
3657,2
3658,2
3659,4
3660,1
3661,3
3662,4
3663,3
3664,3
3665,4
3666,5
3667,2
3668,5
3669,4
3670,3
3671,6
3672,5
3673,2
3674,1
3675,1
3676,4
3677,5
3678,6
3679,4
3680,5
3681,3
3682,3
3683,5
3684,4
3685,2
3686,1
3687,1
3688,5
3689,4
3690,4
3691,6
3692,5
3693,4
3694,5
3695,4
3696,4
3697,5
3698,3
3699,6
3700,4
3701,1
3702,3
3703,1
3704,1
3705,1
3706,6
3707,1
3708,1
3709,1
3710,5
3711,6
3712,6
3713,4
3714,5
3715,3
3716,2
3717,5
3718,1
3719,3
3720,4
3721,6
3722,3
3723,6
3724,3
3725,5
3726,5
3727,1
3728,2
3729,1
3730,3
3731,4
3732,2
3733,2
3734,1
3735,6
3736,4
3737,3
3738,3
3739,2
3740,6
3741,2
3742,3
3743,2
3744,1
3745,5
3746,5
3747,1
3748,2
3749,2
3750,6
3751,2
3752,3
3753,4
3754,3
3755,4
3756,3
3757,3
3758,1
3759,3
3760,3
3761,1
3762,4
3763,2
3764,5
3765,6
3766,1
3767,4
3768,2
3769,5
3770,5
3771,3
3772,5
3773,3
3774,1
3775,6
3776,2
3777,6
3778,3
3779,5
3780,5
3781,4
3782,5
3783,6
3784,4
3785,4
3786,3
3787,5
3788,5
3789,3
3790,5
3791,4
3792,4
3793,4
3794,2
3795,2
3796,4
3797,4
3798,2
3799,1
3800,5
3801,2
3802,3
3803,4
3804,2
3805,4
3806,6
3807,5
3808,6
3809,4
3810,3
3811,1
3812,1
3813,2
3814,2
3815,6
3816,5
3817,2
3818,4
3819,2
3820,2
3821,3
3822,5
3823,2
3824,4
3825,1
3826,4
3827,5
3828,3
3829,3
3830,3
3831,5
3832,3
3833,4
3834,1
3835,1
3836,3
3837,3
3838,3
3839,1
3840,1
3841,2
3842,1
3843,4
3844,4
3845,3
3846,6
3847,4
3848,5
3849,1
3850,4
3851,6
3852,1
3853,2
3854,2
3855,3
3856,2
3857,5
3858,5
3859,5
3860,2
3861,2
3862,4
3863,1
3864,4
3865,4
3866,3
3867,2
3868,5
3869,5
3870,2
3871,4
3872,6
3873,2
3874,6
3875,6
3876,1
3877,2
3878,2
3879,1
3880,6
3881,2
3882,4
3883,6
3884,6
3885,1
3886,1
3887,4
3888,1
3889,3
3890,5
3891,3
3892,3
3893,5
3894,4
3895,5
3896,3
3897,1
3898,2
3899,6
3900,5
3901,4
3902,6
3903,5
3904,1
3905,6
3906,6
3907,4
3908,5
3909,3
3910,2
3911,1
3912,4
3913,3
3914,6
3915,5
3916,2
3917,6
3918,3
3919,5
3920,6
3921,6
3922,4
3923,3
3924,4
3925,1
3926,3
3927,5
3928,4
3929,1
3930,5
3931,4
3932,1
3933,5
3934,5
3935,5
3936,2
3937,2
3938,2
3939,3
3940,6
3941,4
3942,4
3943,4
3944,4
3945,2
3946,5
3947,5
3948,5
3949,3
3950,1
3951,4
3952,6
3953,2
3954,6
3955,6
3956,1
3957,3
3958,4
3959,1
3960,4
3961,6
3962,5
3963,4
3964,4
3965,2
3966,5
3967,5
3968,6
3969,6
3970,5
3971,1
3972,4
3973,4
3974,4
3975,5
3976,4
3977,5
3978,6
3979,4
3980,6
3981,1
3982,3
3983,5
3984,2
3985,2
3986,3
3987,1
3988,6
3989,6
3990,1
3991,2
3992,1
3993,1
3994,3
3995,3
3996,4
3997,3
3998,6
3999,3
4000,1
4001,2
4002,5
4003,5
4004,1
4005,4
4006,6
4007,5
4008,3
4009,3
4010,6
4011,4
4012,5
4013,3
4014,6
4015,4
4016,6
4017,3
4018,4
4019,3
4020,6
4021,1
4022,1
4023,1
4024,2
4025,4
4026,1
4027,1
4028,4
4029,4
4030,4
4031,1
4032,4
4033,2
4034,5
4035,6
4036,5
4037,2
4038,6
4039,6
4040,3
4041,1
4042,2
4043,6
4044,6
4045,6
4046,6
4047,2
4048,1
4049,6
4050,4
4051,5
4052,3
4053,3
4054,5
4055,3
4056,6
4057,2
4058,2
4059,6
4060,4
4061,3
4062,4
4063,6
4064,2
4065,4
4066,2
4067,4
4068,6
4069,4
4070,6
4071,1
4072,4
4073,1
4074,1
4075,3
4076,6
4077,1
4078,6
4079,3
4080,1
4081,5
4082,2
4083,1
4084,6
4085,6
4086,6
4087,2
4088,3
4089,5
4090,5
4091,2
4092,6
4093,4
4094,4
4095,5
4096,4
4097,2
4098,3
4099,4
4100,2
4101,5
4102,1
4103,6
4104,4
4105,5
4106,4
4107,6
4108,5
4109,3
4110,5
4111,5
4112,1
4113,3
4114,4
4115,5
4116,3
4117,2
4118,3
4119,4
4120,2
4121,4
4122,1
4123,3
4124,2
4125,3
4126,4
4127,4
4128,2
4129,4
4130,2
4131,5
4132,4
4133,4
4134,6
4135,4
4136,6
4137,4
4138,4
4139,3
4140,4
4141,4
4142,6
4143,3
4144,6
4145,4
4146,4
4147,2
4148,4
4149,2
4150,3
4151,1
4152,3
4153,2
4154,3
4155,4
4156,1
4157,1
4158,3
4159,3
4160,3
4161,1
4162,5
4163,1
4164,3
4165,5
4166,6
4167,1
4168,1
4169,4
4170,5
4171,1
4172,5
4173,6
4174,3
4175,5
4176,4
4177,1
4178,4
4179,1
4180,2
4181,6
4182,2
4183,5
4184,3
4185,3
4186,1
4187,3
4188,1
4189,6
4190,5
4191,6
4192,6
4193,3
4194,4
4195,5
4196,4
4197,3
4198,1
4199,4
4200,3
4201,4
4202,3
4203,1
4204,1
4205,3
4206,3
4207,6
4208,5
4209,3
4210,4
4211,2
4212,4
4213,2
4214,6
4215,6
4216,1
4217,5
4218,5
4219,6
4220,2
4221,6
4222,3
4223,6
4224,1
4225,3
4226,2
4227,2
4228,4
4229,1
4230,5
4231,1
4232,4
4233,6
4234,3
4235,6
4236,2
4237,2
4238,5
4239,1
4240,5
4241,6
4242,3
4243,6
4244,2
4245,1
4246,3
4247,4
4248,5
4249,3
4250,5
4251,3
4252,2
4253,3
4254,6
4255,6
4256,4
4257,6
4258,2
4259,3
4260,3
4261,6
4262,3
4263,5
4264,5
4265,4
4266,1
4267,6
4268,6
4269,2
4270,4
4271,6
4272,4
4273,6
4274,3
4275,5
4276,1
4277,3
4278,5
4279,4
4280,1
4281,4
4282,3
4283,2
4284,6
4285,4
4286,6
4287,2
4288,2
4289,3
4290,1
4291,1
4292,1
4293,3
4294,5
4295,2
4296,1
4297,5
4298,2
4299,6
4300,1
4301,4
4302,5
4303,2
4304,2
4305,6
4306,4
4307,1
4308,4
4309,6
4310,4
4311,1
4312,5
4313,4
4314,3
4315,2
4316,2
4317,4
4318,2
4319,2
4320,4
4321,2
4322,6
4323,3
4324,5
4325,4
4326,6
4327,1
4328,2
4329,4
4330,2
4331,4
4332,5
4333,5
4334,4
4335,5
4336,5
4337,1
4338,6
4339,3
4340,6
4341,4
4342,4
4343,4
4344,3
4345,3
4346,5
4347,4
4348,2
4349,5
4350,2
4351,6
4352,2
4353,4
4354,1
4355,1
4356,4
4357,3
4358,2
4359,3
4360,2
4361,4
4362,2
4363,3
4364,1
4365,1
4366,5
4367,5
4368,1
4369,6
4370,4
4371,3
4372,3
4373,3
4374,3
4375,3
4376,1
4377,5
4378,5
4379,1
4380,4
4381,5
4382,4
4383,1
4384,3
4385,6
4386,1
4387,3
4388,4
4389,3
4390,5
4391,4
4392,5
4393,6
4394,2
4395,1
4396,2
4397,3
4398,1
4399,5
4400,4
4401,2
4402,2
4403,3
4404,4
4405,2
4406,4
4407,5
4408,5
4409,5
4410,5
4411,1
4412,5
4413,3
4414,5
4415,5
4416,3
4417,6
4418,4
4419,6
4420,4
4421,2
4422,4
4423,4
4424,5
4425,1
4426,4
4427,1
4428,6
4429,3
4430,1
4431,5
4432,2
4433,3
4434,4
4435,6
4436,4
4437,3
4438,5
4439,4
4440,3
4441,2
4442,5
4443,3
4444,1
4445,4
4446,1
4447,6
4448,1
4449,3
4450,4
4451,2
4452,5
4453,1
4454,3
4455,6
4456,1
4457,4
4458,6
4459,1
4460,1
4461,3
4462,1
4463,2
4464,1
4465,2
4466,1
4467,4
4468,5
4469,2
4470,4
4471,2
4472,6
4473,5
4474,1
4475,4
4476,5
4477,3
4478,1
4479,6
4480,4
4481,4
4482,3
4483,2
4484,5
4485,6
4486,4
4487,5
4488,5
4489,3
4490,1
4491,4
4492,2
4493,4
4494,2
4495,3
4496,2
4497,6
4498,1
4499,4
4500,5
4501,3
4502,4
4503,2
4504,1
4505,6
4506,6
4507,2
4508,4
4509,5
4510,5
4511,6
4512,1
4513,2
4514,2
4515,2
4516,5
4517,5
4518,4
4519,3
4520,1
4521,6
4522,4
4523,6
4524,1
4525,4
4526,4
4527,3
4528,3
4529,6
4530,4
4531,4
4532,3
4533,1
4534,2
4535,5
4536,6
4537,3
4538,1
4539,6
4540,6
4541,1
4542,2
4543,4
4544,6
4545,1
4546,5
4547,1
4548,2
4549,4
4550,6
4551,3
4552,4
4553,6
4554,2
4555,3
4556,1
4557,6
4558,2
4559,4
4560,2
4561,1
4562,6
4563,4
4564,3
4565,4
4566,2
4567,5
4568,2
4569,1
4570,3
4571,2
4572,1
4573,2
4574,5
4575,4
4576,3
4577,3
4578,5
4579,5
4580,5
4581,4
4582,6
4583,2
4584,6
4585,2
4586,2
4587,1
4588,1
4589,6
4590,5
4591,4
4592,6
4593,5
4594,1
4595,2
4596,6
4597,6
4598,2
4599,6
4600,1
4601,1
4602,6
4603,2
4604,5
4605,4
4606,1
4607,3
4608,5
4609,5
4610,6
4611,3
4612,5
4613,2
4614,3
4615,2
4616,5
4617,3
4618,4
4619,6
4620,5
4621,4
4622,2
4623,2
4624,2
4625,1
4626,4
4627,4
4628,4
4629,1
4630,2
4631,1
4632,4
4633,3
4634,2
4635,1
4636,1
4637,4
4638,6
4639,3
4640,3
4641,2
4642,1
4643,4
4644,1
4645,6
4646,1
4647,6
4648,6
4649,1
4650,1
4651,6
4652,3
4653,1
4654,2
4655,1
4656,4
4657,6
4658,4
4659,1
4660,2
4661,4
4662,5
4663,2
4664,1
4665,6
4666,4
4667,4
4668,5
4669,1
4670,2
4671,2
4672,6
4673,3
4674,6
4675,6
4676,2
4677,1
4678,5
4679,1
4680,2
4681,4
4682,5
4683,3
4684,5
4685,6
4686,4
4687,2
4688,3
4689,4
4690,2
4691,1
4692,3
4693,4
4694,2
4695,1
4696,5
4697,5
4698,3
4699,5
4700,2
4701,1
4702,1
4703,3
4704,6
4705,3
4706,4
4707,2
4708,3
4709,6
4710,6
4711,1
4712,1
4713,2
4714,1
4715,5
4716,1
4717,5
4718,4
4719,1
4720,1
4721,5
4722,1
4723,3
4724,2
4725,4
4726,5
4727,2
4728,6
4729,5
4730,3
4731,2
4732,4
4733,5
4734,4
4735,2
4736,5
4737,6
4738,4
4739,1
4740,2
4741,3
4742,5
4743,6
4744,3
4745,1
4746,6
4747,1
4748,1
4749,2
4750,4
4751,3
4752,6
4753,5
4754,4
4755,3
4756,4
4757,6
4758,2
4759,1
4760,5
4761,4
4762,1
4763,6
4764,3
4765,1
4766,3
4767,4
4768,6
4769,2
4770,2
4771,6
4772,6
4773,2
4774,5
4775,5
4776,6
4777,4
4778,6
4779,4
4780,5
4781,3
4782,4
4783,2
4784,3
4785,3
4786,6
4787,4
4788,1
4789,1
4790,6
4791,6
4792,2
4793,3
4794,2
4795,3
4796,5
4797,1
4798,1
4799,5
4800,2
4801,6
4802,5
4803,4
4804,2
4805,6
4806,2
4807,1
4808,6
4809,6
4810,4
4811,1
4812,6
4813,3
4814,5
4815,2
4816,3
4817,6
4818,5
4819,5
4820,2
4821,6
4822,1
4823,6
4824,6
4825,5
4826,6
4827,6
4828,6
4829,5
4830,5
4831,5
4832,3
4833,1
4834,4
4835,6
4836,3
4837,2
4838,3
4839,2
4840,3
4841,1
4842,6
4843,1
4844,5
4845,5
4846,4
4847,4
4848,1
4849,6
4850,6
4851,2
4852,6
4853,2
4854,2
4855,6
4856,6
4857,5
4858,3
4859,2
4860,5
4861,5
4862,1
4863,6
4864,4
4865,5
4866,1
4867,5
4868,5
4869,4
4870,1
4871,1
4872,1
4873,6
4874,4
4875,2
4876,4
4877,2
4878,1
4879,6
4880,1
4881,1
4882,1
4883,1
4884,4
4885,2
4886,4
4887,4
4888,5
4889,4
4890,3
4891,1
4892,3
4893,3
4894,4
4895,1
4896,4
4897,6
4898,2
4899,3
4900,1
4901,3
4902,1
4903,1
4904,5
4905,1
4906,4
4907,1
4908,6
4909,6
4910,6
4911,5
4912,6
4913,5
4914,6
4915,1
4916,3
4917,2
4918,3
4919,6
4920,2
4921,4
4922,2
4923,3
4924,4
4925,4
4926,2
4927,4
4928,6
4929,6
4930,1
4931,6
4932,5
4933,5
4934,2
4935,3
4936,4
4937,4
4938,5
4939,5
4940,4
4941,3
4942,3
4943,2
4944,3
4945,2
4946,4
4947,5
4948,1
4949,2
4950,1
4951,2
4952,2
4953,2
4954,5
4955,2
4956,4
4957,6
4958,6
4959,2
4960,1
4961,5
4962,6
4963,6
4964,3
4965,1
4966,2
4967,3
4968,1
4969,3
4970,1
4971,1
4972,1
4973,6
4974,6
4975,1
4976,4
4977,5
4978,1
4979,6
4980,5
4981,3
4982,3
4983,4
4984,3
4985,5
4986,6
4987,2
4988,3
4989,2
4990,1
4991,2
4992,6
4993,5
4994,5
4995,3
4996,4
4997,5
4998,3
4999,3
5000,1
